Gene_Name,GO_ID,Organism,GO_Name
Microtubule-associated protein 1 light chain 3 beta,GO:0000423,NCBITaxon:9913,mitophagy
Prohibitin-2,GO:0000423,NCBITaxon:9913,mitophagy
Transitional endoplasmic reticulum ATPase,GO:0000423,NCBITaxon:9913,mitophagy
NIPSNAP domain-containing protein,GO:0000423,NCBITaxon:9913,mitophagy
Ubiquitin-like modifier-activating enzyme ATG7,GO:0000423,NCBITaxon:9031,mitophagy
Ubiquitin-like modifier-activating enzyme ATG7,GO:0000423,NCBITaxon:9031,mitophagy
NIPSNAP domain-containing protein,GO:0000423,NCBITaxon:9913,mitophagy
PH domain-containing protein,GO:0000423,NCBITaxon:9031,mitophagy
PH domain-containing protein,GO:0000423,NCBITaxon:9031,mitophagy
PH domain-containing protein,GO:0000423,NCBITaxon:9031,mitophagy
Cysteine protease,GO:0000423,NCBITaxon:9031,mitophagy
Cysteine protease,GO:0000423,NCBITaxon:9031,mitophagy
Gamma-aminobutyric acid receptor-associated protein-like 2,GO:0000423,NCBITaxon:9031,mitophagy
Bcl-2 Bcl-2 homology region 1-3 domain-containing protein,GO:0000423,NCBITaxon:9031,mitophagy
Sorting nexin family member 30,GO:0000423,NCBITaxon:9031,mitophagy
Protein CLEC16A,GO:0000423,NCBITaxon:9031,mitophagy
Autophagy protein 5,GO:0000423,NCBITaxon:9031,mitophagy
Protein deacetylase HDAC6,GO:0061734,NCBITaxon:9913,mitophagy
Cysteine protease ATG4B,GO:0000423,NCBITaxon:9913,mitophagy
Cysteine protease,GO:0000423,NCBITaxon:9913,mitophagy
Cysteine protease,GO:0000423,NCBITaxon:9913,mitophagy
C-type lectin domain containing 16A,GO:0000423,NCBITaxon:9913,mitophagy
UBX domain-containing protein 6,GO:0000423,NCBITaxon:9031,mitophagy
Dynamin-type G domain-containing protein,GO:0061734,NCBITaxon:9031,mitophagy
Serine/threonine-protein kinase ULK3,GO:0000423,NCBITaxon:9031,mitophagy
Cysteine protease ATG4A,GO:0000423,NCBITaxon:9031,mitophagy
Sequestosome 1,GO:0000423,NCBITaxon:9031,mitophagy
Sequestosome 1,GO:0000423,NCBITaxon:9031,mitophagy
F-box domain-containing protein,GO:0000423,NCBITaxon:9031,mitophagy
non-specific serine/threonine protein kinase,GO:0000423,NCBITaxon:9031,mitophagy
Ubiquitin-like-conjugating enzyme ATG10,GO:0000423,NCBITaxon:9031,mitophagy
Optineurin,GO:0061734,NCBITaxon:9031,mitophagy
Autophagy-related 13,GO:0000423,NCBITaxon:7227,mitophagy
Nipsnap,GO:0000423,NCBITaxon:7227,mitophagy
FUN14 domain containing 1,GO:0000423,NCBITaxon:9031,mitophagy
Activating molecule in BECN1-regulated autophagy protein 1,GO:0000423,NCBITaxon:9031,mitophagy
Activating molecule in BECN1-regulated autophagy protein 1,GO:0000423,NCBITaxon:9031,mitophagy
Eukaryotic translation initiation factor 2 subunit 1,GO:0000423,NCBITaxon:9031,mitophagy
Cysteine protease ATG4B,GO:0000423,NCBITaxon:9031,mitophagy
Cysteine protease ATG4B,GO:0000423,NCBITaxon:9031,mitophagy
translocase of inner mitochondrial membrane 23,GO:0061734,NCBITaxon:10116,mitophagy
translocase of inner mitochondrial membrane 23,GO:0061734,NCBITaxon:10116,mitophagy
"autophagy related 4A, cysteine peptidase",GO:0000423,NCBITaxon:10116,mitophagy
autophagy related 7,GO:0000423,NCBITaxon:10116,mitophagy
autophagy related 7,GO:0000423,NCBITaxon:10116,mitophagy
autophagy related 7,GO:0000423,NCBITaxon:10116,mitophagy
"autophagy related 4C, cysteine peptidase",GO:0000423,NCBITaxon:10116,mitophagy
nipsnap homolog 2,GO:0000423,NCBITaxon:10116,mitophagy
nipsnap homolog 2,GO:0000423,NCBITaxon:10116,mitophagy
nipsnap homolog 2,GO:0000423,NCBITaxon:10116,mitophagy
nipsnap homolog 2,GO:0000423,NCBITaxon:10116,mitophagy
eukaryotic translation initiation factor 2 subunit alpha,GO:0000423,NCBITaxon:10116,mitophagy
eukaryotic translation initiation factor 2 subunit alpha,GO:0000423,NCBITaxon:10116,mitophagy
eukaryotic translation initiation factor 2 subunit alpha,GO:0000423,NCBITaxon:10116,mitophagy
"autophagy related 4D, cysteine peptidase",GO:0000423,NCBITaxon:10116,mitophagy
"autophagy related 4D, cysteine peptidase",GO:0000423,NCBITaxon:10116,mitophagy
"autophagy related 4D, cysteine peptidase",GO:0000423,NCBITaxon:10116,mitophagy
"autophagy related 4B, cysteine peptidase",GO:0000423,NCBITaxon:10116,mitophagy
"autophagy related 4B, cysteine peptidase",GO:0000423,NCBITaxon:10116,mitophagy
autophagy related 14,GO:0000423,NCBITaxon:10090,mitophagy
autophagy related 14,GO:0000423,NCBITaxon:10090,mitophagy
autophagy related 14,GO:0000423,NCBITaxon:10090,mitophagy
GABA type A receptor associated protein like 1,GO:0000423,NCBITaxon:10090,mitophagy
Atg8 deconjugator Atg4,GO:0000423,NCBITaxon:4896,mitophagy
mitophagy receptor Atg43,GO:0000423,NCBITaxon:4896,mitophagy
mitophagy receptor Atg43,GO:0000423,NCBITaxon:4896,mitophagy
Atg12 conjugating enzyme Atg10,GO:0000423,NCBITaxon:4896,mitophagy
Atg12 conjugating enzyme Atg10,GO:0000423,NCBITaxon:4896,mitophagy
autophagy related 9B,GO:0000423,NCBITaxon:10090,mitophagy
autophagy related 13,GO:0000423,NCBITaxon:10090,mitophagy
autophagy related 13,GO:0000423,NCBITaxon:10090,mitophagy
autophagy related 7,GO:0000423,NCBITaxon:10090,mitophagy
autophagy related 7,GO:0000423,NCBITaxon:10090,mitophagy
autophagy related 7,GO:0000423,NCBITaxon:10090,mitophagy
spermatogenesis associated 33,GO:0000423,NCBITaxon:10090,mitophagy
BCL2 like 13,GO:0000423,NCBITaxon:10090,mitophagy
BCL2 like 13,GO:0000423,NCBITaxon:10090,mitophagy
sorting nexin family member 30,GO:0000423,NCBITaxon:10090,mitophagy
optineurin,GO:0061734,NCBITaxon:10090,mitophagy
optineurin,GO:0061734,NCBITaxon:10090,mitophagy
"C-type lectin domain family 16, member A",GO:0000423,NCBITaxon:10090,mitophagy
autophagy/beclin 1 regulator 1,GO:0000423,NCBITaxon:10090,mitophagy
autophagy/beclin 1 regulator 1,GO:0000423,NCBITaxon:10090,mitophagy
autophagy/beclin 1 regulator 1,GO:0000423,NCBITaxon:10090,mitophagy
glucosylceramidase beta 1,GO:0000423,NCBITaxon:10090,mitophagy
"autophagy related 4C, cysteine peptidase",GO:0000423,NCBITaxon:10090,mitophagy
Rho GTPase activating protein 26,GO:0000423,NCBITaxon:10090,mitophagy
Rho GTPase activating protein 26,GO:0000423,NCBITaxon:10090,mitophagy
"autophagy related 4D, cysteine peptidase",GO:0000423,NCBITaxon:10090,mitophagy
"autophagy related 4D, cysteine peptidase",GO:0000423,NCBITaxon:10090,mitophagy
"autophagy related 4D, cysteine peptidase",GO:0000423,NCBITaxon:10090,mitophagy
"autophagy related 4D, cysteine peptidase",GO:0000423,NCBITaxon:10090,mitophagy
unc-51-like kinase 3,GO:0000423,NCBITaxon:10090,mitophagy
sequestosome 1,GO:0000423,NCBITaxon:10090,mitophagy
sequestosome 1,GO:0000423,NCBITaxon:10090,mitophagy
sequestosome 1,GO:0000423,NCBITaxon:10090,mitophagy
F-box and leucine-rich repeat protein 4,GO:0000423,NCBITaxon:10090,mitophagy
Eukaryotic translation initiation factor 2 subunit 1,GO:0000423,NCBITaxon:9986,mitophagy
autophagy associated protein Atg24b,GO:0000423,NCBITaxon:4896,mitophagy
autophagy associated protein Atg24b,GO:0000423,NCBITaxon:4896,mitophagy
autophagy associated intermembrane lipid transfer protein Atg2,GO:0000423,NCBITaxon:4896,mitophagy
mitofissin Atg44,GO:0000423,NCBITaxon:4896,mitophagy
autophagy associated protein Atg13,GO:0000423,NCBITaxon:4896,mitophagy
autophagy associated protein Atg13,GO:0000423,NCBITaxon:4896,mitophagy
autophagy associated protein kinase regulator Atg11,GO:0000423,NCBITaxon:4896,mitophagy
autophagy associated protein kinase activator Atg17,GO:0000423,NCBITaxon:4896,mitophagy
autophagy associated protein kinase activator Atg17,GO:0000423,NCBITaxon:4896,mitophagy
autophagy associated PX/BAR domain sorting nexin Atg24,GO:0000423,NCBITaxon:4896,mitophagy
autophagy associated PX/BAR domain sorting nexin Atg24,GO:0000423,NCBITaxon:4896,mitophagy
autophagy associated phospholipid scramblase Atg9,GO:0000423,NCBITaxon:4896,mitophagy
autophagy associated beclin family protein Atg6,GO:0000423,NCBITaxon:4896,mitophagy
autophagy associated protein Atg8,GO:0000423,NCBITaxon:4896,mitophagy
E1 Atg8 and Atg12 E1 activating enzyme Atg7,GO:0000423,NCBITaxon:4896,mitophagy
autophagy associated protein Atg5,GO:0000423,NCBITaxon:4896,mitophagy
autophagy associated protein Atg5,GO:0000423,NCBITaxon:4896,mitophagy
autophagy associated WD repeat protein Atg18a,GO:0000423,NCBITaxon:4896,mitophagy
autophagy associated protein Atg3,GO:0000423,NCBITaxon:4896,mitophagy
autophagy associated WD repeat protein Atg18b,GO:0000423,NCBITaxon:4896,mitophagy
autophagy associated protein Atg14,GO:0000423,NCBITaxon:4896,mitophagy
"eukaryotic translation initiation factor 2, subunit 1 alpha",GO:0000423,NCBITaxon:10090,mitophagy
"eukaryotic translation initiation factor 2, subunit 1 alpha",GO:0000423,NCBITaxon:10090,mitophagy
"eukaryotic translation initiation factor 2, subunit 1 alpha",GO:0000423,NCBITaxon:10090,mitophagy
autophagy associated WD repeat protein Atg18c,GO:0000423,NCBITaxon:4896,mitophagy
Prohibitin-1,GO:0000423,NCBITaxon:759273,mitophagy
prohibitin Phb2,GO:0000423,NCBITaxon:4896,mitophagy
prohibitin Phb2,GO:0000423,NCBITaxon:4896,mitophagy
autophagy serine/threonine protein kinase Atg1,GO:0000423,NCBITaxon:4896,mitophagy
autophagy serine/threonine protein kinase Atg1,GO:0000423,NCBITaxon:4896,mitophagy
autophagy associated PX/BAR domain sorting nexin Atg20,GO:0000423,NCBITaxon:4896,mitophagy
autophagy associated ubiquitin-like protein modifier Atg12,GO:0000423,NCBITaxon:4896,mitophagy
prohibitin Phb1,GO:0000423,NCBITaxon:4896,mitophagy
prohibitin Phb1,GO:0000423,NCBITaxon:4896,mitophagy
autophagy related 10,GO:0000423,NCBITaxon:10090,mitophagy
BCL2 interacting protein 3,GO:0000423,NCBITaxon:10116,mitophagy
BCL2 interacting protein 3,GO:0000423,NCBITaxon:10116,mitophagy
sequestosome 1,GO:0000423,NCBITaxon:10116,mitophagy
sequestosome 1,GO:0000423,NCBITaxon:10116,mitophagy
sequestosome 1,GO:0000423,NCBITaxon:10116,mitophagy
SMAD specific E3 ubiquitin protein ligase 1,GO:0061734,NCBITaxon:10116,mitophagy
NIPSNAP domain-containing protein,GO:0000423,NCBITaxon:9823,mitophagy
Transitional endoplasmic reticulum ATPase,GO:0000423,NCBITaxon:9823,mitophagy
"Serine/threonine-protein kinase PINK1, mitochondrial",GO:0000423,NCBITaxon:9823,mitophagy
Autophagy related 14,GO:0000423,NCBITaxon:9823,mitophagy
NIPSNAP domain-containing protein,GO:0000423,NCBITaxon:9823,mitophagy
NIPSNAP domain-containing protein,GO:0000423,NCBITaxon:9823,mitophagy
NIPSNAP domain-containing protein,GO:0000423,NCBITaxon:9823,mitophagy
Eukaryotic translation initiation factor 2 subunit 1,GO:0000423,NCBITaxon:9823,mitophagy
Eukaryotic translation initiation factor 2 subunit 1,GO:0000423,NCBITaxon:9823,mitophagy
C-type lectin domain containing 16A,GO:0000423,NCBITaxon:9823,mitophagy
UPF0600 protein C5orf51,GO:0000423,NCBITaxon:9823,mitophagy
UPF0600 protein C5orf51,GO:0000423,NCBITaxon:9823,mitophagy
E3 ubiquitin-protein ligase parkin,GO:0000423,NCBITaxon:9823,mitophagy
E3 ubiquitin-protein ligase parkin,GO:0000423,NCBITaxon:9823,mitophagy
E3 ubiquitin-protein ligase parkin,GO:0000423,NCBITaxon:9823,mitophagy
E3 ubiquitin-protein ligase parkin,GO:0061734,NCBITaxon:9823,mitophagy
Glucosylceramidase,GO:0000423,NCBITaxon:9823,mitophagy
Cysteine protease,GO:0000423,NCBITaxon:9823,mitophagy
OMA1 zinc metallopeptidase,GO:0000423,NCBITaxon:10090,mitophagy
histone deacetylase 6,GO:0061734,NCBITaxon:10090,mitophagy
histone deacetylase 6,GO:0061734,NCBITaxon:10090,mitophagy
ARF interacting protein 2,GO:0000423,NCBITaxon:10090,mitophagy
ARF interacting protein 2,GO:0000423,NCBITaxon:10090,mitophagy
ARF interacting protein 2,GO:0000423,NCBITaxon:10090,mitophagy
microtubule-associated protein 1 light chain 3 beta,GO:0000423,NCBITaxon:10090,mitophagy
microtubule-associated protein 1 light chain 3 beta,GO:0000423,NCBITaxon:10090,mitophagy
nipsnap homolog 1,GO:0000423,NCBITaxon:10090,mitophagy
nipsnap homolog 1,GO:0000423,NCBITaxon:10090,mitophagy
nipsnap homolog 1,GO:0000423,NCBITaxon:10090,mitophagy
nipsnap homolog 1,GO:0000423,NCBITaxon:10090,mitophagy
nipsnap homolog 2,GO:0000423,NCBITaxon:10090,mitophagy
nipsnap homolog 2,GO:0000423,NCBITaxon:10090,mitophagy
nipsnap homolog 2,GO:0000423,NCBITaxon:10090,mitophagy
abl interactor 2,GO:0000423,NCBITaxon:10090,mitophagy
DAP3 binding cell death enhancer 1,GO:0000423,NCBITaxon:10090,mitophagy
prohibitin Phb2,GO:0000423,NCBITaxon:4897,mitophagy
Atg8 deconjugator Atg4,GO:0000423,NCBITaxon:4897,mitophagy
autophagy associated protein Atg13,GO:0000423,NCBITaxon:4897,mitophagy
autophagy associated protein Atg13,GO:0000423,NCBITaxon:4897,mitophagy
E1 Atg8 and Atg12 E1 activating enzyme Atg7,GO:0000423,NCBITaxon:4897,mitophagy
autophagy associated PX/BAR domain sorting nexin Atg24,GO:0000423,NCBITaxon:4897,mitophagy
autophagy serine/threonine protein kinase Atg1,GO:0000423,NCBITaxon:4897,mitophagy
autophagy serine/threonine protein kinase Atg1,GO:0000423,NCBITaxon:4897,mitophagy
autophagy associated protein kinase activator Atg17,GO:0000423,NCBITaxon:4897,mitophagy
autophagy associated protein kinase activator Atg17,GO:0000423,NCBITaxon:4897,mitophagy
autophagy associated protein Atg24b,GO:0000423,NCBITaxon:4897,mitophagy
serine/threonine protein kinase Nnk1,GO:0000423,NCBITaxon:4897,mitophagy
mitophagy receptor Atg43,GO:0000423,NCBITaxon:4897,mitophagy
autophagy associated protein kinase regulator Atg11,GO:0000423,NCBITaxon:4897,mitophagy
autophagy associated phospholipid scramblase Atg9,GO:0000423,NCBITaxon:4897,mitophagy
prohibitin Phb1,GO:0000423,NCBITaxon:4897,mitophagy
prohibitin Phb1,GO:0000423,NCBITaxon:4897,mitophagy
serine/threonine protein kinase,GO:0000423,NCBITaxon:4897,mitophagy
autophagy associated protein Atg5,GO:0000423,NCBITaxon:4897,mitophagy
autophagy associated protein Atg5,GO:0000423,NCBITaxon:4897,mitophagy
autophagy associated protein Atg8,GO:0000423,NCBITaxon:4897,mitophagy
autophagy associated beclin family protein Atg6,GO:0000423,NCBITaxon:4897,mitophagy
RETREG1-3/ARL6IP-like N-terminal reticulon-homology domain-containing protein,GO:0000423,NCBITaxon:9823,mitophagy
Beclin-1,GO:0000423,NCBITaxon:9823,mitophagy
Cysteine protease,GO:0000423,NCBITaxon:9823,mitophagy
Dynamin-type G domain-containing protein,GO:0061734,NCBITaxon:9823,mitophagy
Sequestosome-1,GO:0000423,NCBITaxon:9823,mitophagy
NIPSNAP domain-containing protein,GO:0000423,NCBITaxon:9823,mitophagy
Prohibitin-2,GO:0000423,NCBITaxon:9601,mitophagy
Eukaryotic translation initiation factor 2 subunit 1,GO:0000423,NCBITaxon:9601,mitophagy
Mitochondrial import inner membrane translocase subunit Tim23,GO:0061734,NCBITaxon:9601,mitophagy
Prohibitin-2,GO:0000423,NCBITaxon:759273,mitophagy
Sorting nexin-4,GO:0000423,NCBITaxon:759273,mitophagy
Autophagy-related protein 8,GO:0000423,NCBITaxon:759273,mitophagy
Spermatogenesis-associated protein 33,GO:0000423,NCBITaxon:9606,mitophagy
Beclin 1-associated autophagy-related key regulator,GO:0000423,NCBITaxon:9606,mitophagy
Beclin 1-associated autophagy-related key regulator,GO:0000423,NCBITaxon:9606,mitophagy
autophagy associated PX/BAR domain sorting nexin Atg20,GO:0000423,NCBITaxon:4897,mitophagy
Sorting nexin-7,GO:0000423,NCBITaxon:9606,mitophagy
Rho GTPase-activating protein 26,GO:0000423,NCBITaxon:9606,mitophagy
Ubiquitin-like-conjugating enzyme ATG10,GO:0000423,NCBITaxon:9606,mitophagy
Gamma-aminobutyric acid receptor-associated protein-like 1,GO:0000423,NCBITaxon:9606,mitophagy
Gamma-aminobutyric acid receptor-associated protein-like 2,GO:0000423,NCBITaxon:9606,mitophagy
Reticulophagy regulator 1,GO:0000423,NCBITaxon:9606,mitophagy
Microtubule-associated protein 1 light chain 3 beta 2,GO:0000423,NCBITaxon:9606,mitophagy
Autophagy-related protein 13,GO:0000423,NCBITaxon:9606,mitophagy
Autophagy-related protein 13,GO:0000423,NCBITaxon:9606,mitophagy
Bcl-2 Bcl-2 homology region 1-3 domain-containing protein,GO:0000423,NCBITaxon:9615,mitophagy
Sorting nexin-30,GO:0000423,NCBITaxon:9606,mitophagy
Protein NipSnap homolog 3B,GO:0000423,NCBITaxon:9606,mitophagy
Beclin-2,GO:0000423,NCBITaxon:9606,mitophagy
Transitional endoplasmic reticulum ATPase,GO:0000423,NCBITaxon:9606,mitophagy
Protein CLEC16A,GO:0000423,NCBITaxon:9606,mitophagy
Autophagy-related protein 9A,GO:0000423,NCBITaxon:9606,mitophagy
Microtubule-associated protein 1 light chain 3 gamma,GO:0000423,NCBITaxon:9606,mitophagy
Autophagy-related protein 9B,GO:0000423,NCBITaxon:9606,mitophagy
Cathepsin K,GO:0000423,NCBITaxon:9606,mitophagy
Cysteine protease ATG4D,GO:0000423,NCBITaxon:9606,mitophagy
Cysteine protease ATG4D,GO:0000423,NCBITaxon:9606,mitophagy
Sequestosome-1,GO:0000423,NCBITaxon:9606,mitophagy
Sequestosome-1,GO:0000423,NCBITaxon:9606,mitophagy
Abl interactor 2,GO:0000423,NCBITaxon:9606,mitophagy
Lysosomal acid glucosylceramidase,GO:0000423,NCBITaxon:9606,mitophagy
Microtubule-associated protein 1 light chain 3 beta,GO:0000423,NCBITaxon:9606,mitophagy
Microtubule-associated protein 1 light chain 3 beta,GO:0000423,NCBITaxon:9606,mitophagy
Microtubule-associated protein 1 light chain 3 beta,GO:0000423,NCBITaxon:9606,mitophagy
Beclin-1-like protein B,GO:0000423,NCBITaxon:44689,mitophagy
Ubiquitin-like modifier-activating enzyme atg7,GO:0000423,NCBITaxon:44689,mitophagy
Autophagy-related 8b,GO:0000423,NCBITaxon:7227,mitophagy
autophagy/beclin-1 regulator 1a,GO:0000423,NCBITaxon:7955,mitophagy
"beclin 1, autophagy related",GO:0000423,NCBITaxon:7955,mitophagy
unc-51 like kinase 3,GO:0000423,NCBITaxon:7955,mitophagy
autophagy/beclin-1 regulator 1b,GO:0000423,NCBITaxon:7955,mitophagy
nipsnap homolog 3A (C. elegans),GO:0000423,NCBITaxon:7955,mitophagy
microtubule-associated protein 1 light chain 3 beta,GO:0000423,NCBITaxon:7955,mitophagy
sorting nexin 7,GO:0000423,NCBITaxon:7955,mitophagy
si:ch211-212k18.15,GO:0000423,NCBITaxon:7955,mitophagy
ATG13 autophagy related 13 homolog (S. cerevisiae),GO:0000423,NCBITaxon:7955,mitophagy
rab7a interacting mon1-ccz1 complex subunit 1,GO:0000423,NCBITaxon:7955,mitophagy
rab7a interacting mon1-ccz1 complex subunit 1,GO:0000423,NCBITaxon:7955,mitophagy
unc-51 like autophagy activating kinase 1,GO:0000423,NCBITaxon:7955,mitophagy
"autophagy related 4C, cysteine peptidase",GO:0000423,NCBITaxon:7955,mitophagy
microtubule-associated protein 1 light chain 3 gamma,GO:0000423,NCBITaxon:7955,mitophagy
"autophagy related 4B, cysteine peptidase",GO:0000423,NCBITaxon:7955,mitophagy
"autophagy related 4B, cysteine peptidase",GO:0000423,NCBITaxon:7955,mitophagy
unc-51 like autophagy activating kinase 2,GO:0000423,NCBITaxon:7955,mitophagy
Cysteine protease,GO:0000423,NCBITaxon:7955,mitophagy
sorting nexin family member 30,GO:0000423,NCBITaxon:7955,mitophagy
GABA(A) receptor-associated protein like 2,GO:0000423,NCBITaxon:7955,mitophagy
ATG5 autophagy related 5 homolog (S. cerevisiae),GO:0000423,NCBITaxon:7955,mitophagy
"autophagy related 4A, cysteine peptidase",GO:0000423,NCBITaxon:7955,mitophagy
parkin RBR E3 ubiquitin protein ligase,GO:0000423,NCBITaxon:7955,mitophagy
parkin RBR E3 ubiquitin protein ligase,GO:0000423,NCBITaxon:7955,mitophagy
ZZ-type domain-containing protein,GO:0000423,NCBITaxon:6239,mitophagy
Ubiquitin-like modifier-activating enzyme ATG7,GO:0000423,NCBITaxon:6239,mitophagy
Autophagy-related protein 5,GO:0000423,NCBITaxon:6239,mitophagy
GABA(A) receptor-associated protein,GO:0000423,NCBITaxon:8364,mitophagy
nipsnap homolog 1 S homeolog,GO:0000423,NCBITaxon:8355,mitophagy
autophagy related 9A,GO:0000423,NCBITaxon:8364,mitophagy
nipsnap homolog 1 L homeolog,GO:0000423,NCBITaxon:8355,mitophagy
nipsnap homolog 1,GO:0000423,NCBITaxon:8364,mitophagy
GABA(A) receptor-associated protein like 2,GO:0000423,NCBITaxon:8364,mitophagy
autophagy related 5,GO:0000423,NCBITaxon:8364,mitophagy
sequestosome 1,GO:0000423,NCBITaxon:8364,mitophagy
autophagy related 13,GO:0000423,NCBITaxon:8364,mitophagy
"autophagy related 4D, cysteine peptidase L homeolog",GO:0000423,NCBITaxon:8355,mitophagy
"autophagy related 4D, cysteine peptidase",GO:0000423,NCBITaxon:8364,mitophagy
nipsnap homolog 3A L homeolog,GO:0000423,NCBITaxon:8355,mitophagy
"beclin 1, autophagy related",GO:0000423,NCBITaxon:8364,mitophagy
unc-51 like kinase 3,GO:0000423,NCBITaxon:8364,mitophagy
nipsnap homolog 2,GO:0000423,NCBITaxon:8364,mitophagy
nipsnap homolog 3A,GO:0000423,NCBITaxon:8364,mitophagy
Microtubule-associated proteins 1A_1B light chain 3C,GO:0000423,NCBITaxon:8364,mitophagy
microtubule associated protein 1 light chain 3 alpha,GO:0000423,NCBITaxon:8364,mitophagy
microtubule associated protein 1 light chain 3 beta,GO:0000423,NCBITaxon:8364,mitophagy
nipsnap homolog 2 L homeolog,GO:0000423,NCBITaxon:8355,mitophagy
unc-51 like autophagy activating kinase 2,GO:0000423,NCBITaxon:8364,mitophagy
serine/threonine kinase 35 like,GO:0000423,NCBITaxon:8364,mitophagy
"autophagy related 4B, cysteine peptidase L homeolog",GO:0000423,NCBITaxon:8355,mitophagy
"autophagy related 4B, cysteine peptidase",GO:0000423,NCBITaxon:8364,mitophagy
autophagy related 9B,GO:0000423,NCBITaxon:8364,mitophagy
nipsnap homolog 3A S homeolog,GO:0000423,NCBITaxon:8355,mitophagy
autophagy related 4A cysteine peptidase,GO:0000423,NCBITaxon:8364,mitophagy
microtubule associated protein 1 light chain 3 gamma,GO:0000423,NCBITaxon:8364,mitophagy
unc-51 like autophagy activating kinase 1,GO:0000423,NCBITaxon:8364,mitophagy
sorting nexin family member 30,GO:0000423,NCBITaxon:8364,mitophagy
autophagy/beclin-1 regulator 1,GO:0000423,NCBITaxon:8364,mitophagy
RAB7A interacting MON1-CCZ1 complex subunit 1 L homeolog,GO:0000423,NCBITaxon:8355,mitophagy
"autophagy related 4C, cysteine peptidase",GO:0000423,NCBITaxon:8364,mitophagy
autophagy related 7,GO:0000423,NCBITaxon:8364,mitophagy
nipsnap homolog 2 S homeolog,GO:0000423,NCBITaxon:8355,mitophagy
Lipopolysaccharide-responsive and beige-like anchor protein,GO:0000423,NCBITaxon:8364,mitophagy
Ubiquitin-like-conjugating enzyme ATG10 isoform X1,GO:0000423,NCBITaxon:8364,mitophagy
autophagy related 14,GO:0000423,NCBITaxon:8364,mitophagy
sorting nexin 7,GO:0000423,NCBITaxon:8364,mitophagy
nipsnap homolog 2,GO:0000423,NCBITaxon:7955,mitophagy
nipsnap homolog 2,GO:0000423,NCBITaxon:7955,mitophagy
nipsnap homolog 1 (C. elegans),GO:0000423,NCBITaxon:7955,mitophagy
nipsnap homolog 1 (C. elegans),GO:0000423,NCBITaxon:7955,mitophagy
zgc:92606,GO:0000423,NCBITaxon:7955,mitophagy
ATG10 autophagy related 10 homolog (S. cerevisiae),GO:0000423,NCBITaxon:7955,mitophagy
GABA(A) receptor-associated protein like 1,GO:0000423,NCBITaxon:8364,mitophagy
type I sorting receptor,GO:0000423,NCBITaxon:559292,mitophagy
microtubule-associated protein 1 light chain 3 alpha,GO:0000423,NCBITaxon:7955,mitophagy
unc-51 like kinase 3,GO:0000423,NCBITaxon:10116,mitophagy
abl-interactor 2,GO:0000423,NCBITaxon:10116,mitophagy
autophagy related 9B,GO:0000423,NCBITaxon:10116,mitophagy
beclin 2,GO:0000423,NCBITaxon:10116,mitophagy
GABA type A receptor-associated protein,GO:0000423,NCBITaxon:10116,mitophagy
prohibitin 2,GO:0000423,NCBITaxon:10116,mitophagy
prohibitin 2,GO:0000423,NCBITaxon:10116,mitophagy
prohibitin 2,GO:0000423,NCBITaxon:10116,mitophagy
reticulophagy regulator 1,GO:0000423,NCBITaxon:10116,mitophagy
gamma-aminobutyric acid receptor associated protein like 4,GO:0000423,NCBITaxon:10116,mitophagy
C-type lectin domain containing 16A,GO:0000423,NCBITaxon:10116,mitophagy
C-type lectin domain containing 16A,GO:0000423,NCBITaxon:10116,mitophagy
PTEN induced kinase 1,GO:0000423,NCBITaxon:10116,mitophagy
PTEN induced kinase 1,GO:0000423,NCBITaxon:10116,mitophagy
PTEN induced kinase 1,GO:0000423,NCBITaxon:10116,mitophagy
nipsnap homolog 1,GO:0000423,NCBITaxon:10116,mitophagy
nipsnap homolog 1,GO:0000423,NCBITaxon:10116,mitophagy
nipsnap homolog 1,GO:0000423,NCBITaxon:10116,mitophagy
unc-51 like autophagy activating kinase 2,GO:0000423,NCBITaxon:10116,mitophagy
autophagy related 10,GO:0000423,NCBITaxon:10116,mitophagy
sorting nexin 7,GO:0000423,NCBITaxon:10116,mitophagy
Rho GTPase activating protein 26,GO:0000423,NCBITaxon:10116,mitophagy
microtubule-associated protein 1 light chain 3 beta,GO:0000423,NCBITaxon:10116,mitophagy
microtubule-associated protein 1 light chain 3 beta,GO:0000423,NCBITaxon:10116,mitophagy
microtubule-associated protein 1 light chain 3 beta,GO:0000423,NCBITaxon:10116,mitophagy
RAB7A interacting MON1-CCZ1 complex subunit 1,GO:0000423,NCBITaxon:10116,mitophagy
RAB7A interacting MON1-CCZ1 complex subunit 1,GO:0000423,NCBITaxon:10116,mitophagy
RAB7A interacting MON1-CCZ1 complex subunit 1,GO:0000423,NCBITaxon:10116,mitophagy
GABA type A receptor associated protein like 1,GO:0000423,NCBITaxon:10116,mitophagy
unc-51 like autophagy activating kinase 1,GO:0000423,NCBITaxon:10116,mitophagy
unc-51 like autophagy activating kinase 1,GO:0000423,NCBITaxon:10116,mitophagy
beclin 1,GO:0000423,NCBITaxon:10116,mitophagy
beclin 1,GO:0000423,NCBITaxon:10116,mitophagy
beclin 1,GO:0000423,NCBITaxon:10116,mitophagy
ARF interacting protein 2,GO:0000423,NCBITaxon:10116,mitophagy
ARF interacting protein 2,GO:0000423,NCBITaxon:10116,mitophagy
ARF interacting protein 2,GO:0000423,NCBITaxon:10116,mitophagy
